Minor_Damage_And_Injuries,Significant_Damage_And_Fatalities,Significant_Damage_And_Serious_Injuries,Highly_Fatal_And_Damaging,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric
0,1,0,0,40.821917808219204,9,7,41.020966271649996,0.5433040028849621,76.8,1,45255.700735690196,2,1.7000268879320202
0,0,1,0,43.6529680365297,12,2,59.6627164995442,0.42213559322033894,81.86,6,37571.9051001859,0,0.00964423065045325
1,0,0,0,75.98173515981729,6,12,67.86690975387421,0.352535881716553,81.26,2,28213.4276195929,4,0.382453188083348
1,0,0,0,40.0,13,8,49.863263445761206,0.357223945185719,78.62,6,46457.4404448416,3,0.0115453696276444
1,0,0,0,47.899543378995396,14,1,97.9945305378305,0.20900901550667103,77.52,2,21526.324250148202,2,0.30011361651155
0,0,0,1,32.557077625570805,12,9,68.9608021877849,0.30998269022719105,76.39,2,31195.9927218196,0,0.422074757716085
0,0,0,1,44.794520547945204,8,2,68.91522333637201,0.151670393076091,76.89,4,36156.8263602184,0,0.0664963794143816
0,0,0,1,46.25570776255711,7,2,67.50227894257071,0.269232600072124,75.35,4,38277.0201603213,0,0.0704801840529321
0,0,1,0,41.3698630136986,13,20,61.6681859617138,0.387876667868734,80.35,3,37974.6171677544,0,0.18927904197012
1,0,0,0,53.6529680365297,9,2,53.09936189608021,0.410235124413992,80.0,3,22418.797459827598,3,0.111669094338871
1,0,0,0,42.100456621004604,12,8,49.863263445761206,0.35433898305084705,79.12,3,52513.9126928886,4,0.256579480296917
0,1,0,0,65.296803652968,13,12,74.06563354603459,0.46613126577713604,79.53,7,21079.2995457879,0,0.00203327570840989
0,1,0,0,19.4063926940639,15,3,53.327256153145,0.26670825820411104,75.2,4,19484.2436106125,3,0.0356172029643824
0,0,1,0,33.0593607305936,15,15,72.33363719234279,0.442330328164443,83.6,1,40822.7854450646,2,1.48431579962055
0,0,0,1,52.6027397260274,13,2,47.538742023701,0.487768481788677,84.13,6,31631.230827543703,1,0.00811790790848975
0,1,0,0,29.634703196346997,13,7,48.9061075660894,0.51156941940137,77.68,4,23561.292843337902,2,0.0434693964976293
0,0,1,0,41.7351598173516,13,11,71.8778486782133,0.38030364226469504,76.2,6,17443.6548671994,2,0.0047760663608893104
0,0,0,1,40.365296803653,9,1,56.79124886052871,0.36443635052289897,76.95,3,21268.8395478725,3,0.10639403449074698
0,0,1,0,30.4566210045662,16,0,76.5268915223336,0.239661738189686,78.84,6,37178.3769732465,2,0.00916356586669669
1,0,0,0,40.7762557077626,13,0,45.442114858705594,0.5981182834475289,76.37,2,22443.893571404904,1,0.306870692970856
0,0,1,0,37.1689497716895,14,3,62.7620783956244,0.329095564370718,79.63,1,10730.4301304362,1,0.35922927079480893
0,0,1,0,38.8127853881278,13,18,64.0382862351869,0.46721312657771297,82.06,6,30858.543137353397,4,0.008024948255931941
1,0,0,0,45.205479452054796,11,35,56.563354603464,0.45964010097367497,81.06,6,17474.5485605647,1,0.00492049195200934
0,0,1,0,24.566210045662103,18,6,59.6171376481313,0.273560043274432,78.16,4,31278.3864504925,2,0.057671471877196005
0,0,1,0,43.3333333333333,12,3,77.52962625341841,0.18556869816083602,79.76,5,14519.2418896442,2,0.0112049590659801
0,0,1,0,56.62100456620999,8,6,85.6882406563355,0.151670393076091,78.6,6,32932.7239225323,2,0.008176606091522421
0,0,0,1,42.648401826484,9,0,58.7055606198724,0.256610890732059,81.16,1,31380.143920272796,1,1.1631821282771
1,0,0,0,49.0867579908676,14,4,68.0948040109389,0.29411539848539503,79.63,1,26992.7869170996,1,0.9914334669509591
0,0,0,1,33.515981735159805,11,2,61.485870556062004,0.44413342949873796,75.21,4,25794.580871847003,3,0.0471571412717711
0,0,0,1,25.296803652968002,14,3,83.8195077484048,0.301327803822575,81.94,4,25111.174904879503,2,0.0460458912336435
0,0,1,0,37.3972602739726,14,1,79.7629899726527,0.36083014785430895,78.39,6,49758.6415438009,2,0.0128953266110588
0,0,0,1,13.698630136986301,17,5,62.6709206927985,0.25841399206635396,79.85,2,37474.0741743146,1,0.50921558962637
1,0,0,0,53.9269406392694,12,14,49.31631722880589,0.421053732419762,86.42,1,37120.1716684666,3,1.3583961336022699
0,0,1,0,48.6301369863014,11,4,79.7629899726527,0.255168409664623,82.66,3,34032.0959991224,0,0.170265585090925
0,0,1,0,52.4657534246575,9,0,58.933454876937105,0.42538117562207,78.75,3,29213.8409826863,0,0.145447149829291
0,0,1,0,48.4474885844749,10,27,64.4940747493163,0.368763793725207,88.27,6,35818.6532209991,2,0.00857347982384688
0,1,0,0,38.310502283105,11,1,49.5442114858706,0.5155362423368189,79.89,4,47541.0050691026,3,0.0869913348454806
0,1,0,0,58.9954337899543,14,7,73.0173199635369,0.32080129823296005,82.49,7,52189.5365431102,0,0.0044929035955593105
0,0,0,1,45.388127853881294,15,3,52.506836827712,0.5209455463397039,77.33,2,47423.386064199294,1,0.639480633874222
0,0,0,1,30.6392694063927,12,6,74.24794895168641,0.23280995311936498,76.02,1,32791.8421914493,3,1.21223592334104
0,0,0,1,13.789954337899498,17,0,62.6709206927985,0.300967183555716,79.84,3,41118.8206454296,3,0.203686644663722
0,0,1,0,39.4977168949772,13,6,78.0309936189608,0.38102488279841296,78.28,3,39523.6657956433,2,0.19665478666366898
0,0,1,0,39.178082191780796,13,7,70.8751139471286,0.42393869455463395,78.59,3,33528.5133497288,3,0.16876079449003398
1,0,0,0,56.8493150684931,11,18,76.9826800364631,0.29447601875225393,87.05,2,30950.391312881402,3,0.420554790386963
1,0,0,0,58.4474885844749,11,5,64.8131267092069,0.329095564370718,83.45,2,36844.4611648139,3,0.49916781630291795
0,0,0,1,19.7716894977169,15,7,57.65724703737471,0.428626758023801,78.13,1,18584.990656943897,2,0.6805149776311271
0,0,1,0,51.689497716895,10,1,72.5615314494075,0.38715542733501596,78.56,3,45213.5076682407,1,0.224051804560772
0,0,0,1,27.8082191780822,13,5,65.1321786690975,0.3900403894698879,78.66,7,26744.8667985702,2,0.0021957592815412303
0,0,0,1,23.424657534246602,15,10,71.19416590701921,0.351454020915975,79.58,4,42336.4810156185,2,0.0776846904276515
0,0,1,0,62.511415525114096,13,0,49.042844120328205,0.5436646231518211,78.46,7,15180.0317902949,1,0.0010359524358996301
0,0,1,0,54.246575342465704,5,4,73.2907930720146,0.244349801658853,77.95,3,34497.643982666,1,0.170265585090925
1,0,0,0,33.1050228310502,18,5,68.7784867821331,0.265265777136675,78.17,1,35553.1857893287,2,1.30833972726219
0,1,0,0,26.2557077625571,14,2,55.742935278031,0.303852145690588,79.25,4,41817.980603858596,3,0.0758867263611491
0,0,0,1,30.776255707762605,20,2,56.8368277119417,0.30349152542372904,84.76,6,50122.019751680804,3,0.0122725648420376
0,1,0,0,48.6301369863014,17,1,69.64448495897899,0.30313090515687,76.94,7,33771.9962999398,2,0.00302253034884826
0,0,0,1,30.3196347031963,12,0,68.64175022789429,0.41348070681572296,81.48,4,46371.5275238705,2,0.0852658479246149
0,1,0,0,23.1050228310502,14,22,37.511394712853296,0.577923548503426,79.74,1,38783.3566123134,3,1.41925629416222
0,0,1,0,29.0867579908676,16,2,81.175934366454,0.23713739632167302,77.38,6,29575.3516590254,3,0.00748354252390023
0,1,0,0,59.5433789954338,14,15,70.5560619872379,0.239661738189686,78.7,7,27171.7746672583,1,0.00216517885963475
0,1,0,0,27.8538812785388,13,5,53.600729261622604,0.47226181031373904,78.49,4,24068.4258556326,2,0.0438845610976343
0,0,0,1,20.958904109589,15,9,79.39835916134909,0.267429498737829,77.1,4,20146.9172518634,3,0.0379490753135521
0,0,0,1,58.310502283105,11,4,54.922515952598,0.40518644067796605,76.09,2,32793.2571499654,1,0.44231497740864395
0,0,1,0,45.7534246575342,11,17,59.024612579763,0.311425171294627,85.61,6,25813.380543758798,3,0.00609428775687228
1,0,0,0,46.5753424657534,14,1,64.6308113035552,0.316473855030653,79.72,2,30063.6622439764,1,0.40693396192835896
1,0,0,0,45.296803652967995,15,3,76.7547857793984,0.215500180310133,78.31,2,22004.4704078618,2,0.292872788776625
0,1,0,0,40.5479452054794,20,14,50.3646308113035,0.354699603317706,77.62,2,45105.8414366345,2,0.617744870168884
1,0,0,0,57.5799086757991,11,4,61.3947128532361,0.5483526866209879,80.98,2,20134.1452289941,2,0.270944893610654
0,0,0,1,32.1461187214612,12,5,73.5186873290793,0.404104579877389,76.02,1,37060.2236393683,3,1.3583961336022699
0,0,1,0,31.5981735159817,15,2,61.5770282588879,0.3492902993148211,83.19,1,23728.3517080817,2,0.870409654339999
0,1,0,0,20.2283105022831,15,1,56.1531449407475,0.523469888207717,77.04,4,36683.459920566296,1,0.0678905095124799
0,1,0,0,26.2100456621005,14,3,56.1531449407475,0.784558961413632,82.75,1,48583.5486330922,3,1.7819138386816697
0,0,1,0,51.0045662100457,10,18,57.5660893345488,0.38823728813559294,78.93,6,37429.1532436738,2,0.00915243168490802
0,0,1,0,43.5159817351598,12,2,62.0328167730173,0.45134583483591795,87.34,3,37571.9051001859,3,0.18690900082285397
0,1,0,0,35.2511415525114,11,6,51.3673655423883,0.398695275874504,80.44,7,35285.2690352296,2,0.00321236301491286
0,0,0,1,33.7442922374429,11,2,64.4484958979034,0.514093761269383,77.34,4,3971.09422585752,1,0.0201031280653107
1,0,0,0,31.8264840182648,19,0,76.0711030082042,0.386434186801298,81.57,4,36989.0802344552,2,0.0672799843490762
0,0,1,0,42.8767123287671,12,14,68.9608021877849,0.254447169130905,77.23,4,13938.951027036299,3,0.0255570135508452
0,0,1,0,31.506849315068497,15,4,61.5770282588879,0.49389902632527904,80.47,6,42708.8544741583,3,0.0105571863156422
0,0,0,1,35.9817351598173,11,7,85.9617137648131,0.19891164803461897,78.48,3,22102.038543134102,2,0.110911641223805
1,0,0,0,30.1369863013699,16,3,53.281677301731996,0.250119725928597,82.18,1,17318.5484826987,2,0.6516237432438571
0,0,0,1,54.5205479452055,5,3,80.0364630811304,0.18304435629282395,80.05,3,40028.3261414048,0,0.19833600453073896
1,0,0,0,54.885844748858396,12,4,61.2579762989973,0.4372816444284171,78.36,4,28287.9926044483,1,0.0523085891514352
1,0,0,0,57.5799086757991,11,1,76.8915223336372,0.428266137756942,87.23,2,35859.444796217904,2,0.4857707984398089
0,0,0,1,27.305936073059396,13,13,84.8678213309025,0.263823296069239,80.27,2,29399.9062826069,2,0.399359325657671
1,0,0,0,58.2648401826484,11,7,68.91522333637201,0.284739271547061,81.92,3,38968.236520877996,3,0.19627479673633397
0,1,0,0,83.6529680365297,7,1,89.51686417502279,0.27536314460872696,80.07,6,30107.346641430602,4,0.00716896155939985
0,0,0,1,34.7945205479452,11,19,61.6681859617138,0.448460872701046,78.22,4,44997.4738217543,1,0.0815350514760914
0,0,0,1,29.7260273972603,12,17,75.75205104831359,0.19602668589974803,77.49,4,28715.7080419414,1,0.0531058897859763
0,0,0,1,32.3744292237443,12,11,66.5907019143118,0.586939055174901,79.61,4,25615.582228896,2,0.0470079021016096
1,0,0,0,15.205479452054801,20,10,50.5925250683683,0.40807140281283794,80.6,1,23086.070390942998,4,0.849133433713455
0,1,0,0,69.36073059360729,11,31,88.4685505925251,0.250480346195456,79.36,6,44244.903458707005,1,0.0105692095171719
0,1,0,0,17.7168949771689,16,1,54.968094804010896,0.47154056978002207,76.78,4,36683.459920566296,1,0.0677018072057364
0,1,0,0,30.3196347031963,12,1,52.2333637192343,0.42249621348719796,77.99,2,9666.94055790232,2,0.12212240073769
1,0,0,0,56.027397260274,12,13,62.853236098450296,0.312507032095204,77.36,5,44899.0705087481,2,0.0297081807839066
1,0,0,0,41.7351598173516,16,5,66.4995442114859,0.46577064551027797,76.2,2,32060.634073431298,3,0.43265129710754
1,0,0,0,56.8493150684931,12,0,73.1996353691887,0.35217526144969297,80.79,2,29887.8059671659,2,0.40559831303273297
0,0,1,0,16.6666666666667,19,15,65.9981768459435,0.499308330328164,76.53,1,11268.2935055275,3,0.41675474434655607
0,0,1,0,27.397260273972602,17,0,72.1969006381039,0.34027479264334604,77.36,2,30684.6725583661,2,0.415919626722151
0,0,1,0,47.899543378995396,18,12,53.783044667274396,0.472622430580599,78.87,6,24170.0895338431,2,0.0058973059340499
1,0,0,0,42.6940639269406,12,11,45.67000911577029,0.414923187883159,81.84,3,29832.3547137758,2,0.148519062507784
1,0,0,0,65.98173515981729,9,3,64.9954421148587,0.339553552109629,77.98,1,33179.916004662795,2,1.22202819070877
0,0,0,1,34.6575342465753,11,5,84.1841385597083,0.19891164803461897,78.52,7,53915.3329941275,0,0.00440429373420935
0,1,0,0,59.8173515981735,14,0,74.567000911577,0.303852145690588,76.33,7,13696.9970624703,2,0.00135636474701727
0,0,0,1,22.602739726027398,15,15,57.9762989972653,0.527797331410025,82.39,4,36653.7936554078,0,0.0670381602224939
0,0,0,1,21.2785388127854,15,8,72.8350045578852,0.329456184637577,82.93,4,43034.5727095005,1,0.0790283218204027
0,0,1,0,69.8630136986301,11,3,57.155879671832295,0.441609087630725,76.83,7,42842.0382744754,2,0.00385705428951585
0,0,0,1,48.675799086758005,7,2,67.6390154968095,0.251922827262892,78.77,4,30423.7249691533,4,0.0556587239915045
0,0,0,1,18.7214611872146,16,2,74.24794895168641,0.23894049765596803,79.16,1,15576.828144153998,2,0.5894887082752671
1,0,0,0,52.3744292237443,9,5,41.203281677301796,0.623001081860801,79.53,3,34001.7261707233,1,0.170265585090925
0,0,0,1,32.739726027397296,12,7,63.6736554238833,0.43259358095925005,77.34,4,27897.8067021377,2,0.0507105431114939
1,0,0,0,57.0319634703196,12,9,65.22333637192351,0.27788748647674,78.48,2,34310.1042592311,1,0.465273335265546
1,0,0,0,54.4292237442922,12,6,68.7784867821331,0.19891164803461897,76.58,5,32800.8368678312,2,0.0214505158063771
0,1,0,0,58.767123287671204,14,8,73.0173199635369,0.34965091958168,79.29,7,37867.5043414365,4,0.00364068615017295
0,0,1,0,33.1506849315068,15,0,76.8003646308113,0.36948503425892504,80.64,4,37935.8016532287,1,0.0692154391987707
1,0,0,0,34.6575342465753,15,8,54.2844120328168,0.592348359177785,82.71,3,34985.7217148431,3,0.17508976484247502
0,0,0,1,28.949771689497698,13,4,69.5989061075661,0.334865488640461,83.29,4,36539.8993329714,3,0.0672971342373965
0,0,1,0,47.351598173515995,11,0,77.073837739289,0.32116191849982,77.86,7,32624.4911271595,4,0.00324948173042506
1,0,0,0,59.04109589041099,11,5,68.1403828623519,0.253365308330328,80.79,2,26755.007941369702,2,0.35853550033464393
0,0,1,0,65.4337899543379,12,7,49.4074749316317,0.421053732419762,81.45,4,35275.1736500642,3,0.0640529720617364
0,0,0,1,48.6301369863014,7,22,65.22333637192351,0.334865488640461,81.31,4,36384.8862884969,1,0.0658221949166717
0,0,0,1,55.662100456621,5,13,21.1485870556062,0.8180966462315179,82.86,6,42536.9610561116,2,0.0108306048672192
0,1,0,0,67.4429223744292,12,4,74.7948951686418,0.233531193653083,85.61,7,25956.993501701403,2,0.0025342470403040603
1,0,0,0,54.3835616438356,12,6,73.4731084776664,0.28870609448251,75.69,4,37388.6897063868,2,0.0686361610266386
0,1,0,0,72.00913242009129,11,3,62.944393801276206,0.321883159033537,85.71,7,43296.0711451878,3,0.0037500668344686897
0,0,1,0,32.4657534246575,15,4,74.74931631722879,0.265626397403534,78.21,6,40416.903479105895,1,0.009514099172600541
0,0,0,1,29.0867579908676,13,10,74.52142206016408,0.304573386224305,79.05,4,40754.7656202953,2,0.0743575787909855
0,0,1,0,57.1689497716895,8,5,88.87876025524159,0.213697078975838,80.16,6,14287.475458532701,2,0.00341451541179736
0,1,0,0,17.305936073059403,16,7,51.5952597994531,0.42249621348719796,78.91,1,22087.486013663598,0,0.8125532011588609
1,0,0,0,30.8219178082192,15,6,54.649042844120295,0.371648755860079,81.39,3,35285.2690352296,2,0.17562474822040197
1,0,0,0,62.7853881278539,6,1,33.682771194165895,0.668078615218175,77.25,3,38281.2923716348,2,0.190396357309199
0,0,0,1,54.84018264840179,5,28,79.85414767547859,0.2061240533718,80.05,4,17326.7709003087,4,0.0311584829016707
0,0,0,1,17.1689497716895,16,15,75.25068368277121,0.29123043635052304,76.78,4,31531.7961960508,0,0.0575081967404916
0,0,1,0,51.41552511415521,9,3,71.3764813126709,0.22704002884962102,77.96,3,38369.5421594542,3,0.190936989659089
0,0,1,0,36.0730593607306,14,4,48.9061075660894,0.25264406779661,78.11,3,21369.8130817081,4,0.105891316867506
0,1,0,0,30.1369863013699,12,0,52.2333637192343,0.7856408222142092,81.13,1,37945.780251352204,3,1.3901185803260703
1,0,0,0,48.767123287671204,14,33,65.49680948040111,0.329095564370718,81.75,2,42621.8436108,2,0.5777738764976279
0,0,0,1,30.6392694063927,12,0,67.5934366453965,0.269232600072124,82.85,4,56326.3502441608,2,0.11478887018574499
0,0,1,0,41.1415525114155,12,0,62.6709206927985,0.315752614496934,79.15,1,30269.9710133246,3,1.11360026590412
0,0,1,0,43.5159817351598,12,3,82.04193254329991,0.254807789397764,80.96,5,22036.1723032917,4,0.0144372865277043
1,0,0,0,46.98630136986301,11,2,53.96536007292621,0.461803822574828,80.23,2,43203.9825103468,3,0.588559894511099
0,1,0,0,9.90867579908676,19,12,54.0109389243391,0.466852506310854,82.15,5,30719.4991147123,1,0.0202962591321259
1,0,0,0,51.5525114155251,13,11,77.52962625341841,0.316473855030653,78.35,5,44315.605350123,1,0.0291001545682159
0,1,0,0,36.2557077625571,11,7,52.0510483135825,0.280411828344753,76.35,4,33112.521853507205,2,0.0608856857112103
1,0,0,0,47.9908675799087,11,9,56.79124886052871,0.414923187883159,80.42,3,9560.909439384692,1,0.0124778111374111
0,1,0,0,23.1050228310502,14,16,44.712853236098496,0.6756516408222141,79.06,3,36422.8749315475,2,0.18104830322057103
0,0,1,0,53.8356164383562,12,1,50.6836827711942,0.7178442120447159,78.9,5,40541.7290443807,1,0.0273077737918846
0,0,1,0,63.5159817351598,13,4,49.042844120328205,0.25264406779661,78.48,7,9966.28139209759,2,0.0011026362175773
0,1,0,0,67.9452054794521,12,35,60.665451230628996,0.41672628921745397,78.56,4,27289.116534817796,1,0.0502229972557038
0,0,1,0,26.621004566210004,17,0,73.746581586144,0.36984565452578405,78.92,1,39239.2396275614,2,1.43817383028133
0,0,1,0,29.406392694063896,16,10,64.8131267092069,0.580447890371439,77.87,3,43209.8141033971,3,0.21546132796126802
1,0,0,0,47.1232876712329,11,16,55.788514129443904,0.31178579156148495,80.25,2,24422.9434302412,3,0.330528596660346
1,0,0,0,50.86757990867579,13,3,62.625341841385605,0.525272989542012,89.82,5,32791.014743688196,1,0.0212246538797448
1,0,0,0,76.1187214611872,6,1,65.3600729261623,0.46108258204110997,75.41,4,22083.715347256402,4,0.040335527894257005
0,1,0,0,78.675799086758,9,1,62.2607110300821,0.427905517490083,77.09,6,28815.0595298404,4,0.007037899937134641
0,0,0,1,32.100456621004604,12,16,81.4494074749317,0.29555787955283,77.84,1,41697.1749234405,0,1.53438892314887
0,0,1,0,34.3835616438356,15,7,21.1485870556062,0.774822214208438,85.58,3,28384.5263097579,1,0.141411385811606
0,0,0,1,41.1415525114155,9,0,72.0145852324522,0.350011539848539,82.44,7,35976.202143689,3,0.00311342293481838
0,0,1,0,45.433789954337904,18,1,54.69462169553329,0.455312657771367,84.74,7,36560.596118786605,0,0.0030450705351902398
1,0,0,0,38.4474885844749,17,22,76.8915223336372,0.428266137756942,76.69,2,14865.9056452982,2,0.17603090511794
0,0,0,1,34.474885844748805,11,8,65.9981768459435,0.282575549945907,76.79,2,30122.3193576333,3,0.412493537274305
0,0,1,0,32.9223744292237,15,12,57.748404740200606,0.40735016227912,84.26,3,25131.3222040264,2,0.125493231955833
0,0,0,1,12.4657534246575,18,9,73.33637192342749,0.316113234763794,78.6,2,21259.729665555802,0,0.286821821953301
0,0,1,0,46.2100456621004,18,4,42.8896991795807,0.6082156509195811,82.69,7,24523.027144472202,2,0.0022795111625947898
1,0,0,0,42.100456621004604,12,22,56.7456700091158,0.729023440317345,75.83,2,32349.295378312203,0,0.4389334179296911
0,1,0,0,26.2557077625571,14,26,55.241567912488605,0.5130119004688061,81.43,4,47946.3125870917,2,0.0886488268505119
0,0,0,1,46.25570776255711,8,29,65.0410209662717,0.293394157951677,88.71,4,37917.1797061165,2,0.0692261856242846
0,1,0,0,31.7808219178082,21,6,70.5560619872379,0.324046880634692,81.13,2,25151.6505157408,4,0.339470394778478
1,0,0,0,52.3744292237443,13,0,66.362807657247,0.365878831590335,78.63,5,26261.5515416009,1,0.0165134897469149
0,1,0,0,58.7214611872146,14,6,78.1221513217867,0.302770284890011,79.99,4,24305.390903594598,2,0.0445660106164211
0,1,0,0,82.23744292237441,7,10,80.99361896080221,0.31935881716552506,80.22,7,26029.2184484975,1,0.00243243998136578
0,0,1,0,36.6666666666667,14,11,71.42206016408392,0.314310133429499,79.2,6,31335.4768243775,2,0.00811692898317286
0,1,0,0,72.9223744292237,10,7,70.9206927985415,0.276084385142445,77.86,7,32463.032918282002,0,0.0032238601136394
0,0,0,1,24.748858447488605,14,7,87.46581586144029,0.215860800576992,83.48,4,21267.7043733175,2,0.0384517831023515
0,0,0,1,48.675799086758005,7,10,70.0091157702826,0.346765957446808,83.19,6,22288.6163690367,3,0.00566656035545686
0,0,1,0,42.191780821917796,12,3,66.4539653600729,0.329456184637577,78.69,3,30464.232857824398,3,0.152337945102486
1,0,0,0,49.04109589041099,14,3,69.690063810392,0.31719509556437103,78.64,2,34529.6257428931,3,0.469625726447576
0,1,0,0,23.013698630137,14,7,43.80127620783961,0.45387017670393,78.69,6,37082.0044165987,1,0.00874011372860149
0,0,0,1,15.4337899543379,17,0,67.50227894257071,0.405547060944825,79.45,4,47362.3492851638,2,0.0865139983925863
0,0,0,1,36.164383561643795,11,2,59.9817684594348,0.33883231157591,81.17,4,32342.3133839545,2,0.0587205544501303
0,0,1,0,48.7214611872146,10,19,62.1695533272562,0.5523195095564369,79.42,3,35329.4120836758,2,0.17562474822040197
0,0,0,1,37.1232876712329,10,2,70.1914311759344,0.239661738189686,81.11,4,23275.652222331402,2,0.0421404182107254
0,0,1,0,43.8356164383562,12,2,69.5533272561531,0.409513883880274,79.61,3,27584.056491732,4,0.137231411214061
0,1,0,0,20.2283105022831,15,4,55.6973564266181,0.311425171294627,79.31,4,36228.3812559605,3,0.0660557335830439
0,1,0,0,32.4200913242009,12,14,51.5952597994531,0.288345474215651,81.8,3,18799.489572745802,2,0.0955874383678995
1,0,0,0,46.4840182648402,11,0,52.5979945305378,0.3352261089073211,76.85,4,32058.503196196,2,0.0591195118912739
0,1,0,0,33.1963470319635,11,1,41.4311759343665,0.5029145329967539,82.7,2,47505.462290606796,5,0.64817098869959
1,0,0,0,45.296803652967995,15,1,60.3463992707384,0.531764154345474,79.83,4,30954.2711727206,2,0.0564238689532988
0,0,0,1,5.2054794520547905,20,4,71.3764813126709,0.189535521096285,78.52,6,32124.9732288063,3,0.00811696041887652
